web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740008504-292","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3125004_uploaded_image1_1621516203.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-meuble-2-pieces-virage-3125004","2","1","","Ngor, Dakar, Sénégal"
"1740008508-293","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3125033_uploaded_image1_1621517153.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-2-pieces-virage-3125033","1","","","Dakar, Sénégal"
"1740008511-294","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3125378_uploaded_image1_1621527203.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-46m-a-mermoz-3125378","4","4","146","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008515-295","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3125395_uploaded_image1_1621527662.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-de-166m-a-mermoz-3125395","4","4","166","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008519-296","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3125445_uploaded_image1_1621529685.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3125445","4","3","150","Almadies, Dakar, Sénégal"
"1740008523-297","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3126413_uploaded_image1_1621594663.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3126413","3","3","","Almadies, Dakar, Sénégal"
"1740008526-298","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3126438_uploaded_image1_1621595238.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-almadies-3126438","4","3","150 m2","Ngor, Dakar, Sénégal"
"1740008530-299","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3126828_uploaded_image1_1621607902.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-3126828","5","4","150","Mamelles, Dakar, Sénégal"
"1740008533-300","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3126842_uploaded_image1_1621608455.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3126842","4","4","150","Ngor, Dakar, Sénégal"
"1740008537-301","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3127157_uploaded_image1_1621618446.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouest-foire-3127157","2","2","250","Ouest Foire, Dakar, Sénégal"
"1740008542-302","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3127454_uploaded_image1_1621632480.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-sicap-liberte-3127454","2","2","","Sicap Liberté, Dakar, Sénégal"
"1740008545-303","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3127498_uploaded_image1_1621634445.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3127498","4","3","150","Mamelles, Dakar, Sénégal"
"1740008548-304","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3127640_uploaded_image1_1621643046.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3127640","2","3","130","Point E, Dakar, Sénégal"
"1740008551-305","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3127912_uploaded_image1_1621674237.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-3127912","4","4","175","Mamelles, Dakar, Sénégal"
"1740008554-306","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3128020_uploaded_image1_1621678958.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-3128020","4","150","","Ouakam, Dakar, Sénégal"
"1740008557-307","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3128083_uploaded_image1_1621681648.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-sicap-liberte-3128083","2","2","100","Sicap Liberté, Dakar, Sénégal"
"1740008561-308","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3128793_uploaded_image1_1621710250.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-yoff-3128793","5","4","212","Yoff, Dakar, Sénégal"
"1740008564-309","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129064_uploaded_image1_1621727208.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3129064","4","150","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008568-310","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129116_uploaded_image1_1621733411.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-thies-3129116","3","3","","Thies, Sénégal"
"1740008571-311","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129734_uploaded_image1_1621783319.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-3129734","4","3","220 m2","Almadies, Dakar, Sénégal"
"1740008574-312","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129736_uploaded_image1_1621783375.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-3129736","5","5","230 m2","Ouest Foire, Dakar, Sénégal"
"1740008579-313","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129765_uploaded_image1_1621784775.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-yoff-3129765","5","4","250 m2","Yoff, Dakar, Sénégal"
"1740008582-314","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3129772_uploaded_image1_1621785177.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-3129772","2","2","75","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008585-315","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3130007_uploaded_image1_1621796146.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-sicap-layene-yoff-3130007","1","1","","Yoff, Dakar, Sénégal"
"1740008588-316","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3131031_uploaded_image1_1621862388.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3131031","4","4","","Ngor, Dakar, Sénégal"
"1740008592-317","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3131099_uploaded_image1_1621864012.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-3131099","4","3","","Ouest Foire, Dakar, Sénégal"
"1740008595-318","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3131118_uploaded_image1_1621864841.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3131118","4","1","","Almadies, Dakar, Sénégal"
"1740008599-319","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3131131_uploaded_image1_1621865270.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-3131131","3","1","","Ouest Foire, Dakar, Sénégal"
"1740008621-320","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3131416_uploaded_image1_1621874722.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-sicap-liberte-3131416","2","2","100","Sicap Liberté, Dakar, Sénégal"
"1740008627-321","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3131537_uploaded_image1_1621880250.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-rufisque-3131537","3","2","","Rufisque, Sénégal"
"1740008632-322","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3131584_uploaded_image1_1621881910.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-nord-foire-3131584","4","2","150 m2","Ouest Foire, Dakar, Sénégal"
"1740008637-323","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3131968_uploaded_image1_1621900706.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-villas-appartements-studios-chambres-keur-massar-3131968","5","4","150 m2","Keur Massar, Sénégal"
"1740008642-324","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132063_uploaded_image1_1621914102.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-hlm-3132063","4","2","","HLM, Dakar, Sénégal"
"1740008647-325","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132066_uploaded_image1_1621914523.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-hlm-4-3132066","3","2","","HLM, Dakar, Sénégal"
"1740008655-326","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132225_uploaded_image1_1621931162.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-mermoz-3132225","3","3","160 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008667-327","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132271_uploaded_image1_1621933332.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-parcelles-assainies-unite-17-3132271","3","2","","Dakar, Sénégal"
"1740008680-328","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132450_uploaded_image1_1621938428.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-cur-3132450","3","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008682-329","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132500_uploaded_image1_1621939672.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-almadies-3132500","6","2","95","Almadies, Dakar, Sénégal"
"1740008686-330","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132599_uploaded_image1_1621943058.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-ngor-almadies-3132599","4","3","150 m2","Dakar, Sénégal"
"1740008689-331","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3132881_uploaded_image1_1621951945.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-3132881","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008692-332","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3133106_uploaded_image1_1621958909.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-virage-3133106","3","2","147","Almadies, Dakar, Sénégal"
"1740008696-333","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3133111_uploaded_image1_1621959060.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-6-pieces-yoff-3133111","6","5","","Yoff, Dakar, Sénégal"
"1740008704-334","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3133122_uploaded_image1_1621959463.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3133122","","","","Mamelles, Dakar, Sénégal"
"1740008708-335","https://sn.coinafrique.com/categorie/appartements?page=115","https://images.coinafrique.com/thumb_3134130_uploaded_image1_1622020192.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-almadies-3134130","3","2","140","Almadies, Dakar, Sénégal"
